Listagem de Filmes Brasileiros e Estrangeiros Exibidos - 2009 a 2019;;;;;;;;;;
;;;;;;;;;;
Ano de exibição;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Público no ano de exibição;Renda (R$) no ano de exibição
2009;Café dos Maestros;B0800935300000;Documentário;Brasil;Brasileira;25/12/2008;Videofilmes;Distribuição Nacional;27.672;230.958,26
2009;Caixa Dois;B0700648000000;Ficção;Brasil;Brasileira;06/04/2007;Sony;Distribuição Internacional;481;1.443,00
2009;Camelos Também Choram;E1600640600000;Documentário;Alemanha;Estrangeira;15/07/2005;Europa;Distribuição Nacional;5;33
2009;Canções de Amor;E1600544400000;Ficção;França;Estrangeira;05/09/2008;Filmes da Mostra;Distribuição Nacional;3.922;21.729,00
2009;Caos Calmo;E1600555700000;Ficção;Itália;Estrangeira;03/10/2008;Imovision;Distribuição Nacional;1.974;12.888,49
2009;Caramelo;E1600555800000;Ficção;Líbano;Estrangeira;05/06/2009;Imovision;Distribuição Nacional;54.159;508.841,85
2009;Carga Explosiva 3;E1500106900000;Ficção;França;Estrangeira;12/12/2008;Imagem;Distribuição Nacional;23.748;157.550,21
2009;Carne trêmula;E1600555900000;Ficção;Espanha;Estrangeira;30/10/1998;Fox;Distribuição Internacional;88;523
2009;Caro Sr. Horten;E1600611200000;Ficção;Noruega;Estrangeira;29/08/2009;Imovision;Distribuição Nacional;2.632;21.093,53
2009;Casa da Mãe Joana;B0800899200000;Ficção;Brasil;Brasileira;19/09/2008;Imagem;Distribuição Nacional;273;1.441,00
2009;Casamento Silencioso;E1600623800000;Ficção;Romênia;Estrangeira;03/07/2009;Imovision;Distribuição Nacional;14.870;138.788,69
2009;Cashback;E1600556100000;Ficção;Reino Unido;Estrangeira;07/11/2008;Moviemobz;Distribuição Nacional;232;1.064,00
2009;Castelar e Nelson Dantas no País dos Generais;B0700642900000;Documentário;Brasil;Brasileira;29/08/2008;RioFilme;Distribuição Nacional;67;132
2009;Castelo Ra-Tim-Bum;B0500313700000;Ficção;Brasil;Brasileira;01/01/2000;Sony;Distribuição Internacional;1.092;3.276,00
2009;Caçadores de Dragões;E1500682600000;Animação;França, Alemanha;Estrangeira;05/09/2008;Imagem;Distribuição Nacional;359;2.345,00
2009;Che;E1600556400000;Ficção;Estados Unidos;Estrangeira;27/03/2009;Europa;Distribuição Nacional;160.588;1.443.776,79
2009;Che 2 - A Guerrilha;E1600556500000;Ficção;Estados Unidos;Estrangeira;18/09/2009;Europa;Distribuição Nacional;25.871;241.225,46
2009;Chega de Saudade;B0800826700000;Ficção;Brasil;Brasileira;21/03/2008;Sony;Distribuição Internacional;215;546,65
2009;Cidadão Boilesen;B0901061000000;Documentário;Brasil;Brasileira;27/11/2009;Imovision;Distribuição Nacional;4.305;44.197,78
2009;Cinderelas, Lobos e um Príncipe Encantado;B0901013900000;Documentário;Brasil;Brasileira;18/05/2009;Pipa Produções;Distribuição Nacional;2.978;11.616,50
2009;Cine Cocoricó: As Aventuras na Cidade;B0901055900000;Ficção;Brasil;Brasileira;17/07/2009;Moviemobz;Distribuição Nacional;22.564;175.249,03
2009;Cinema, Aspirinas e Urubus;B0500255500000;Ficção;Brasil;Brasileira;11/11/2005;Imovision;Distribuição Nacional;6;30
2009;Cinzas do Passado Redux;E1600551800000;Ficção;Hong Kong;Estrangeira;01/05/2009;Imagem;Distribuição Nacional;5.738;55.542,50
2009;Cleópatra;B0800842100000;Ficção;Brasil;Brasileira;22/05/2008;RioFilme;Distribuição Nacional;530;1.553,77
2009;Climas;E1600589900000;Ficção;Turquia;Estrangeira;07/11/2008;Pandora Filmes;Distribuição Nacional;61;405,85
2009;Coco antes de Chanel;E1600557200000;Ficção;França;Estrangeira;30/10/2009;Warner;Distribuição Internacional;126.252;1.399.328,00
2009;Colegiais em Apuros;E1600557700000;Ficção;Estados Unidos;Estrangeira;05/12/2008;Califórnia;Distribuição Nacional;1.264;7.766,00
2009;Como Festejei o Fim do Mundo;E1600557900000;Ficção;França;Estrangeira;25/04/2008;Pandora Filmes;Distribuição Nacional;701;4.274,97
2009;Conceição - Autor Bom é Autor Morto;B0700725800000;Ficção;Brasil;Brasileira;27/07/2007;RioFilme;Distribuição Nacional;35;90
2009;Confissões de uma Garota de Programa;E1600630300000;Ficção;Estados Unidos;Estrangeira;14/08/2009;Paris;Distribuição Nacional;15.855;129.156,28
2009;Contatos de 4º Grau;E1600640400000;Ficção;Estados Unidos;Estrangeira;01/01/2010;Imagem;Distribuição Nacional;116;1.447,50
2009;Contra a Parede;E1600443100000;Ficção;Alemanha, Turquia;Estrangeira;04/02/2005;Imovision;Distribuição Nacional;110;574,5
2009;Contratempo - Uma Valsa da Dor;B0900969800000;Documentário;Brasil;Brasileira;13/02/2009;Videofilmes;Distribuição Nacional;2.045;11.098,75
2009;Control;E1600558100000;Ficção;Inglaterra;Estrangeira;22/05/2008;Pandora Filmes;Distribuição Nacional;674;3.871,38
2009;Controle Absoluto;E1600290000000;Ficção;Estados Unidos;Estrangeira;26/09/2008;Paramount;Distribuição Internacional;32;68
2009;Coraline e o Mundo Secreto;E1402503400000;Animação;Estados Unidos;Estrangeira;13/02/2009;Universal;Distribuição Internacional;304.478;2.869.673,00
2009;Coração de Tinta;E1500142200000;Ficção;Estados Unidos;Estrangeira;25/12/2008;Playarte;Distribuição Nacional;184.443;1.400.407,85
2009;Coração Vagabundo;B0901043200000;Documentário;Brasil;Brasileira;24/07/2009;Paramount;Distribuição Internacional;19.494;189.614,00
2009;Corpo;B0500431500000;Ficção;Brasil;Brasileira;30/05/2008;Pandora Filmes;Distribuição Nacional;108;459,5
2009;Corpo do Rio;B0900979600000;Documentário;Brasil;Brasileira;16/10/2009;Pequena Central;Distribuição Nacional;941;2.095,00
2009;Corrida Mortal;E1600561900000;Ficção;Estados Unidos;Estrangeira;17/10/2008;Universal;Distribuição Internacional;1.157;5.638,00
2009;Crepúsculo;E1600635500000;Ficção;Estados Unidos;Estrangeira;19/12/2008;Paris;Distribuição Nacional;803.285;5.994.283,44
2009;Crônica de uma Fuga;E1600561400000;Ficção;Argentina;Estrangeira;12/10/2006;Fox;Distribuição Internacional;36;406
2009;Código de Conduta;E1600599700000;Ficção;Estados Unidos;Estrangeira;06/11/2009;Imagem;Distribuição Nacional;392.561;3.542.190,25
2009;De Profundis;E1600561800000;Animação;Espanha;Estrangeira;13/11/2009;Europa;Distribuição Nacional;2.002;15.193,39
2009;De Repente, California;Sem ROE;Ficção;Estados Unidos;Estrangeira;05/06/2009;Ab Filmes;Distribuição Nacional;33.255;307.288,57
2009;Deixa ela Entrar;E1600544500000;Ficção;Suécia;Estrangeira;02/10/2009;Filmes da Mostra;Distribuição Nacional;32.294;317.948,17
2009;Delírios;E1600562400000;Ficção;Estados Unidos;Estrangeira;21/03/2008;Califórnia;Distribuição Nacional;422;2.384,71
2009;Delírios de Consumo de Becky Bloom;E1500116400000;Ficção;Estados Unidos;Estrangeira;10/04/2009;Sony;Distribuição Internacional;158.923;1.577.260,00
2009;Desejo e Perigo;E1402644600000;Ficção;China;Estrangeira;15/05/2009;Europa;Distribuição Nacional;60.598;574.053,35
2009;Desejo e Reparação;E1402595500000;Ficção;França, Reino Unido;Estrangeira;11/01/2008;Universal;Distribuição Internacional;135;610
2009;Deserto Feliz;B0700758900000;Ficção;Brasil;Brasileira;28/11/2008;Filmes do Estação;Distribuição Nacional;4.434;14.760,50
2009;Desonra;E1600552800000;Ficção;Japão;Estrangeira;02/05/2008;Filmes da Mostra;Distribuição Nacional;67;296
2009;Deu a louca na Chapeuzinho;E1600589200000;Animação;Estados Unidos;Estrangeira;12/10/2006;Europa;Distribuição Nacional;2;10
2009;Dezessete Outra Vez;E1600622800000;Ficção;Estados Unidos;Estrangeira;10/07/2009;Playarte;Distribuição Nacional;329.512;2.546.999,73
2009;Dia dos Namorados Macabro 3D;E1600608700000;Ficção;Estados Unidos;Estrangeira;14/03/2009;Playarte;Distribuição Nacional;251.429;2.555.728,19
2009;Dias e Noites;B0800934800000;Ficção;Brasil;Brasileira;31/10/2008;Playarte;Distribuição Nacional;721;3.534,42
2009;Distrito 9;E1600380600000;Ficção;África do Sul, Canadá, Estados Unidos, Nova Zelândia;Estrangeira;16/10/2009;Sony;Distribuição Internacional;514.912;4.619.503,00
2009;Divã;B0901003500000;Ficção;Brasil;Brasileira;17/04/2009;Downtown/RioFilme;Distribuição Nacional;1.866.353;16.497.110,61
2009;Diário Proibido;E1600563100000;Ficção;Espanha;Estrangeira;25/09/2009;Playarte;Distribuição Nacional;13.977;118.797,67
2009;Do Começo ao Fim;B0901103700000;Ficção;Brasil;Brasileira;27/11/2009;Downtown/RioFilme;Distribuição Nacional;69.413;640.604,92
2009;Do Outro Lado;E1600424800000;Ficção;Alemanha, Turquia;Estrangeira;04/07/2008;Imovision;Distribuição Nacional;1.711;9.627,50
2009;Doce de Coco;B0901078400000;Ficção;Brasil;Brasileira;18/09/2009;Pandora Filmes;Distribuição Nacional;98;559
2009;Dois em Um;E1600598500000;Ficção;França;Estrangeira;09/01/2009;Pandora Filmes;Distribuição Nacional;3.927;29.398,65
2009;Donkey Xote;E1600563500000;Animação;Espanha;Estrangeira;29/05/2009;Imagem;Distribuição Nacional;57.243;437.894,69
2009;Dragonball Evolution;E1600564000000;Ficção;Estados Unidos;Estrangeira;10/04/2009;Fox;Distribuição Internacional;482.895;3.664.655,00
2009;Dragão da Maldade Contra o Santo Guerreiro;B0400084200000;Ficção;Brasil;Brasileira;30/05/2008;RioFilme;Distribuição Nacional;576;2.608,50
2009;Duplicidade;E1600410100000;Ficção;Alemanha, Estados Unidos;Estrangeira;05/06/2009;Universal;Distribuição Internacional;152.205;1.534.370,00
2009;Dúvida;E1402630000000;Ficção;Estados Unidos;Estrangeira;06/02/2009;Sony;Distribuição Internacional;164.467;1.564.099,00
2009;Efeito Borboleta: Revelação;E1600555400000;Ficção;Estados Unidos;Estrangeira;31/07/2009;Imagem;Distribuição Nacional;140.196;1.175.143,19
2009;Ele não Está tão Afim;E1500169000000;Ficção;Estados Unidos;Estrangeira;27/03/2009;Playarte;Distribuição Nacional;834.552;7.651.193,86
2009;Eliana em o Segredo dos Golfinhos;B0400158100000;Ficção;Brasil;Brasileira;14/01/2005;Fox;Distribuição Internacional;5.574;17.125,00
2009;Eliezer Batista - O Engenheiro do Brasil;B0901070100000;Documentário;Brasil;Brasileira;27/11/2009;Espaço Filmes;Distribuição Nacional;1.403;12.646,00
2009;Elsa e Fred;E1700239600000;Ficção;Argentina, Espanha;Estrangeira;30/06/2006;Pandora Filmes;Distribuição Nacional;28;140
2009;Em Busca da Vida;Sem ROE;Ficção;China;Estrangeira;20/07/2007;Califórnia;Distribuição Nacional;243;1.121,50
2009;Em Segredo;Sem ROE;Ficção;Bósnia-Herzegóvina;Estrangeira;23/06/2006;Pandora Filmes;Distribuição Nacional;53;426
2009;Embarque Imediato;B0800951000000;Ficção;Brasil;Brasileira;11/12/2009;Europa/RioFilme;Distribuição Nacional;35.629;304.073,23
2009;Encarnação do Demônio;B0800890100000;Ficção;Brasil;Brasileira;08/08/2008;Fox;Distribuição Internacional;262;1.241,00
2009;Encontro de Casais;E1600468800000;Ficção;Estados Unidos;Estrangeira;25/12/2009;Universal;Distribuição Internacional;259.248;2.337.014,00
2009;Enquanto o Sol não Vem;E1600611600000;Ficção;França;Estrangeira;17/07/2009;Pandora Filmes;Distribuição Nacional;15.872;146.721,45
2009;Ensaio Sobre a Cegueira;B0800867500000;Ficção;Brasil, Canadá, Japão;Brasileira;12/09/2008;Fox;Distribuição Internacional;12.242;69.027,00
2009;Entre a Luz e a Sombra;B0901091900000;Documentário;Brasil;Brasileira;27/11/2009;Videofilmes;Distribuição Nacional;341;2.603,00
2009;Entre Lençóis;B0800947000000;Ficção;Brasil;Brasileira;05/12/2008;Imagem;Distribuição Nacional;4.191;19.427,00
2009;Entre os Dedos;B0800956800000;Ficção;Brasil;Brasileira;07/03/2009;Polifilmes;Distribuição Nacional;624;3.596,50
2009;Entre os Muros da Escola;E1600582600000;Ficção;França;Estrangeira;13/03/2009;Imovision;Distribuição Nacional;127.178;1.094.486,42
2009;Era uma Vez;B0800889600000;Ficção;Brasil;Brasileira;25/07/2008;Sony;Distribuição Internacional;496;1.383,00
2009;Ervas Daninhas;E1600601300000;Ficção;França;Estrangeira;25/12/2009;Imovision;Distribuição Nacional;8.178;78.749,40
2009;Espelhos do Medo;E1600608300000;Ficção;Estados Unidos;Estrangeira;17/10/2008;Fox;Distribuição Internacional;433;3.268,00
2009;Estamos Bem Mesmo sem Você;E1600550800000;Ficção;Itália;Estrangeira;25/12/2007;Filmes do Estação;Distribuição Nacional;711;3.575,00
2009;Estação Espacial 3D;E1600626400000;Documentário;Canadá;Estrangeira;29/05/2009;Espaço Itaú de Cinema;Distribuição Nacional;16.285;288.505,00
2009;Estômago;B0700777200000;Ficção;Brasil, Itália;Brasileira;11/04/2008;Downtown;Distribuição Nacional;533;3.336,00
2009;Estórias de Trancoso;B0600605500000;Ficção;Brasil;Brasileira;16/10/2009;Polifilmes;Distribuição Nacional;256;1.842,00
2009;Eu me Chamo Elizabeth;E1600592500000;Ficção;França;Estrangeira;04/05/2007;Pandora Filmes;Distribuição Nacional;260;1.158,00
2009;Eu Odeio o Dia dos Namorados;E1600589600000;Ficção;Estados Unidos;Estrangeira;24/04/2009;Playarte;Distribuição Nacional;185.663;1.633.991,08
2009;Eu te Amo, Cara;E1600589700000;Ficção;Estados Unidos;Estrangeira;24/04/2009;Paramount;Distribuição Internacional;113.905;1.061.827,00
2009;Eu, meu Irmão e nossa Namorada;E1500495100000;Ficção;Estados Unidos;Estrangeira;31/10/2008;Europa;Distribuição Nacional;3.554;17.322,00
2009;Evocando Espíritos;E1500459600000;Ficção;Canadá, Estados Unidos;Estrangeira;17/04/2009;Imagem;Distribuição Nacional;377.765;3.285.677,07
2009;Exilios;E1600582800000;Ficção;França;Estrangeira;01/07/2005;Imovision;Distribuição Nacional;365;1.525,00
2009;Fados;E1600426500000;Documentário;Espanha, Portugal;Estrangeira;16/10/2009;Europa;Distribuição Nacional;14.255;127.242,66
2009;Falando Grego;E1600608800000;Ficção;Estados Unidos;Estrangeira;12/09/2009;Imagem;Distribuição Nacional;171.690;1.486.340,98
2009;Fale com ela;E1600588200000;Ficção;Espanha;Estrangeira;01/11/2002;Fox;Distribuição Internacional;207;982
2009;Falsa Loura;B0800840400000;Ficção;Brasil;Brasileira;18/04/2008;Imovision;Distribuição Nacional;622;4.206,00
2009;Fama;E1600583100000;Ficção;Estados Unidos;Estrangeira;06/11/2009;Playarte;Distribuição Nacional;39.152;334.932,28
2009;Fatal;E1600577200000;Ficção;Estados Unidos;Estrangeira;10/10/2008;Imagem;Distribuição Nacional;6.529;40.939,50
2009;Felix e Lola;E1600583400000;Ficção;França;Estrangeira;25/12/2008;Pandora Filmes;Distribuição Nacional;1.659;11.586,50
2009;Feliz Natal;B0800888300000;Ficção;Brasil;Brasileira;21/11/2008;Europa;Distribuição Nacional;7.505;37.640,50
2009;Fiel - O Filme;B0900998600000;Documentário;Brasil;Brasileira;10/04/2009;G7 Cinema;Distribuição Nacional;53.929;469.204,82
2009;Filmefobia;B0900999100000;Ficção;Brasil;Brasileira;30/04/2009;Polifilmes;Distribuição Nacional;5.199;34.381,00
2009;Fim da Linha;B0700739300000;Ficção;Brasil;Brasileira;07/03/2008;Pandora Filmes;Distribuição Nacional;46;213,5
2009;Flordelis - Basta uma Palavra para Mudar;B0901086000000;Ficção;Brasil;Brasileira;09/10/2009;Serendip/Art Films;Distribuição Nacional;21.603;180.751,02
2009;Foi Apenas um Sonho;E1600174700000;Ficção;Estados Unidos, Reino Unido;Estrangeira;30/01/2009;Paramount;Distribuição Internacional;232.098;2.118.382,00
2009;Fome de Viver;E1600228600000;Ficção;Reino Unido;Estrangeira;Relançamento;Filmes do Estação;Distribuição Nacional;268;944
2009;Força G;E1500379900000;Ficção;Estados Unidos;Estrangeira;14/08/2009;Sony;Distribuição Internacional;886.773;7.780.413,00
2009;Força Policial;E1600613700000;Ficção;Estados Unidos;Estrangeira;27/02/2009;Playarte;Distribuição Nacional;125.586;1.094.176,00
2009;Fronteira - O Filme;B0800935400000;Ficção;Brasil;Brasileira;28/11/2008;Usina Digital;Distribuição Nacional;1.060;6.983,50
2009;Frost/Nixon;E1402795800000;Ficção;Estados Unidos;Estrangeira;06/03/2009;Universal;Distribuição Internacional;23.965;266.930,00
2009;Fumando Espero;B0800936700000;Documentário;Brasil;Brasileira;24/04/2009;Gávea Filmes e Produções;Distribuição Nacional;2.596;16.555,50
2009;Fundo do Mar 3D;E1600562200000;Documentário;Canadá, Estados Unidos;Estrangeira;16/01/2009;Espaço Itaú de Cinema;Distribuição Nacional;61.294;1.098.545,00
2009;Fôlego;E1600553400000;Ficção;Coréia do Sul;Estrangeira;11/04/2008;Pandora Filmes;Distribuição Nacional;378;1.769,50
2009;G.I. Joe - A Origem de Cobra;E1402319200000;Ficção;Estados Unidos;Estrangeira;07/08/2009;Paramount;Distribuição Internacional;772.320;6.292.661,00
2009;Gamer;E1600584400000;Ficção;Estados Unidos;Estrangeira;02/10/2009;Imagem;Distribuição Nacional;139.723;1.185.508,06
2009;Garapa;B0900991000000;Documentário;Brasil;Brasileira;29/05/2009;Downtown;Distribuição Nacional;4.698;34.882,24
2009;Garota Infernal;E1500196500000;Ficção;Estados Unidos;Estrangeira;23/10/2009;Fox;Distribuição Internacional;91.158;752.233,00
2009;Garoto Cósmico;B0700664600000;Animação;Brasil;Brasileira;11/01/2008;Downtown;Distribuição Nacional;3.758;11.274,00
2009;Gesto Obsceno;E1600634700000;Ficção;Israel;Estrangeira;04/09/2009;Moviemobz;Distribuição Nacional;9.241;85.979,21
2009;Gigante;E1600587500000;Ficção;Uruguai;Estrangeira;21/08/2009;Imovision;Distribuição Nacional;15.184;137.765,71
2009;Glória ao Cineasta;E1600593000000;Ficção;Japão;Estrangeira;06/03/2009;Moviemobz;Distribuição Nacional;732;6.693,50
2009;Gomorra;E1600587600000;Ficção;Itália;Estrangeira;19/12/2008;Paris;Distribuição Nacional;33.719;320.811,96
2009;Goodbye...Solo;E1600587700000;Ficção;Estados Unidos;Estrangeira;18/09/2009;Imovision;Distribuição Nacional;8.130;76.823,50
2009;Gran Torino;E1600587900000;Ficção;Estados Unidos;Estrangeira;20/03/2009;Warner;Distribuição Internacional;348.840;3.446.423,00
2009;Guerra dos Rocha;B0800888500000;Ficção;Brasil;Brasileira;10/10/2008;Fox;Distribuição Internacional;2.881;10.218,00
2009;Hairspray - Em Busca da Fama;E1500171700000;Ficção;Estados Unidos;Estrangeira;21/09/2007;Playarte;Distribuição Nacional;17;160
2009;Halloween - O Início;E1600620200000;Ficção;Estados Unidos;Estrangeira;24/07/2009;Playarte;Distribuição Nacional;173.418;1.413.089,15
2009;Hanami - Cerejeiras em Flor;E1600556700000;Ficção;Alemanha;Estrangeira;25/12/2009;Filmes da Mostra;Distribuição Nacional;8.118;78.848,50
2009;Hannah Montana - O Filme;E1500530400000;Ficção;Estados Unidos;Estrangeira;11/06/2009;Sony;Distribuição Internacional;632.018;5.015.850,25
2009;Harry Potter e o Enigma do Príncipe;E1500096000000;Ficção;Estados Unidos, Reino Unido;Estrangeira;15/07/2009;Warner;Distribuição Internacional;4.530.291;36.183.253,00
2009;Herbert de Perto;B0901035900000;Documentário;Brasil;Brasileira;09/10/2009;Imagem;Distribuição Nacional;27.112;239.195,99
2009;Herencia;E1600588800000;Ficção;Argentina;Estrangeira;12/05/2006;Panda Filmes;Distribuição Nacional;30;90
2009;Heróis;E1500468200000;Ficção;Estados Unidos;Estrangeira;29/05/2009;Paris;Distribuição Nacional;39.947;332.640,59
2009;High School Band;E1500487000000;Ficção;Estados Unidos;Estrangeira;11/09/2009;Paris;Distribuição Nacional;35.480;263.363,01
2009;High School Musical 3: Ano da Formatura;E1402442100000;Ficção;Estados Unidos;Estrangeira;24/10/2008;Sony;Distribuição Internacional;16.366;73.440,00
2009;Home - Nosso Planeta, nossa Casa;E1600588900000;Documentário;França;Estrangeira;05/06/2009;Europa;Distribuição Nacional;4.931;37.514,76
2009;Honeydripper;E1600589000000;Ficção;Estados Unidos;Estrangeira;17/04/2009;Imovision;Distribuição Nacional;1.995;21.029,50
2009;Horas de Verão;E1600542900000;Ficção;França;Estrangeira;03/07/2009;Filmes da Mostra;Distribuição Nacional;49.903;428.224,24
2009;Hotel Atlântico;B0901117100000;Ficção;Brasil;Brasileira;13/11/2009;Espaço Filmes;Distribuição Nacional;6.516;45.119,50
2009;Hugo: O Tesouro da Amazônia;E1402822700000;Animação;Dinamarca, Letônia, Noruega;Estrangeira;14/11/2008;Flashstar Filmes;Distribuição Nacional;538;2.163,00
2009;Há Tanto Tempo que te Amo;E1600590000000;Ficção;França;Estrangeira;26/06/2009;Moviemobz;Distribuição Nacional;55.890;487.497,59
2009;Iluminados;B0700651400000;Documentário;Brasil;Brasileira;12/09/2008;Downtown;Distribuição Nacional;28;174
2009;Import Export;E1600590100000;Ficção;Áustria;Estrangeira;08/05/2009;Filmes da Mostra;Distribuição Nacional;3.561;31.117,50
2009;Império dos Sonhos;E1600591800000;Ficção;Estados Unidos;Estrangeira;14/12/2007;Europa;Distribuição Nacional;14;123
2009;Inimigo Publico Nº 1 - Instinto de Morte;E1600613800000;Ficção;França;Estrangeira;03/07/2009;Califórnia;Distribuição Nacional;14.800;146.203,72
2009;Inimigos Públicos;E1402598500000;Ficção;Estados Unidos;Estrangeira;24/07/2009;Universal;Distribuição Internacional;572.428;5.182.537,00
2009;Intrigas de Estado;E1600626900000;Ficção;Estados Unidos;Estrangeira;11/06/2009;Universal;Distribuição Internacional;172.736;1.759.204,00
2009;Inútil;E1600636400000;Documentário;China, Hong Kong;Estrangeira;16/01/2009;Filmes da Mostra;Distribuição Nacional;3.466;31.716,19
2009;Irmãos;E1600625900000;Ficção;França;Estrangeira;27/05/2005;Filmes do Estação;Distribuição Nacional;17;85
2009;Iron Maiden: Flight 666;E1500773300000;Documentário;Estados Unidos;Estrangeira;21/04/2009;Moviemobz;Distribuição Nacional;13.864;161.227,28
2009;Jean Charles;B0901020100000;Ficção;Brasil;Brasileira;26/06/2009;Imagem;Distribuição Nacional;292.471;2.448.735,02
2009;Jogando com Prazer;E1402820400000;Ficção;Estados Unidos;Estrangeira;25/09/2009;Imagem;Distribuição Nacional;120.272;1.080.523,92
2009;Jogo de Cena;B0700758700000;Documentário;Brasil;Brasileira;09/11/2007;Videofilmes;Distribuição Nacional;170;385
2009;Jogo entre Ladrões;E1600637100000;Ficção;Estados Unidos;Estrangeira;13/03/2009;Imagem;Distribuição Nacional;264.062;2.354.983,10
2009;Jogos Mortais 6;E1600621900000;Ficção;Estados Unidos;Estrangeira;06/11/2009;Sony;Distribuição Internacional;387.379;3.177.613,00
2009;Jogos Mortais V;E1600622000000;Ficção;Estados Unidos;Estrangeira;31/10/2008;Sony;Distribuição Internacional;3.796;19.729,00
2009;Jonas Brothers 3D: O Show;E1600400500000;Documentário;Estados Unidos;Estrangeira;29/05/2009;Sony;Distribuição Internacional;105.544;1.329.714,00
2009;Julie e Julia;E1600592800000;Ficção;Estados Unidos;Estrangeira;27/11/2009;Sony;Distribuição Internacional;171.643;1.807.710,75
2009;Juventude;B0800959700000;Ficção;Brasil;Brasileira;25/12/2008;Filmes do Estação;Distribuição Nacional;12.429;114.922,12
2009;Juízo;B0700670400000;Documentário;Brasil;Brasileira;14/03/2008;Filmes do Estação;Distribuição Nacional;94;317,5
2009;Juízo Final;E1600563600000;Ficção;Inglaterra;Estrangeira;21/08/2009;Europa;Distribuição Nacional;50.330;375.094,09
2009;Katyn;E1600593100000;Ficção;Polônia;Estrangeira;03/04/2009;Moviemobz;Distribuição Nacional;12.085;110.856,96
2009;KFZ-1348;B0800830200000;Documentário;Brasil;Brasileira;15/05/2009;Rec Produtores;Distribuição Nacional;736;2.616,00
2009;Killshot - Tiro Certo;E1600593200000;Ficção;Estados Unidos;Estrangeira;29/05/2009;Playarte;Distribuição Nacional;27.275;263.163,76
2009;Kirikou - Os Animais Selvagens;E1600542800000;Animação;França;Estrangeira;14/09/2007;Europa;Distribuição Nacional;970;2.652,00
2009;Kurt Cobain - Retrato de uma Ausência;E1600593700000;Documentário;Estados Unidos;Estrangeira;31/07/2009;Pandora Filmes;Distribuição Nacional;1.292;10.497,00
2009;L.A.P.A;B0700753300000;Documentário;Brasil;Brasileira;12/12/2008;Pipa Produções;Distribuição Nacional;255;948
2009;Lady Chatterley;E1600599300000;Ficção;França;Estrangeira;23/11/2007;Imovision;Distribuição Nacional;259;1.605,00
2009;Lanchonete Olympia;E1600557000000;Ficção;Estados Unidos;Estrangeira;03/04/2009;Moviemobz;Distribuição Nacional;992;8.265,50
2009;Lemon Tree;E1600544300000;Ficção;Alemanha, França, Israel;Estrangeira;08/08/2008;Imovision;Distribuição Nacional;5.020;42.719,50
2009;Leonera;E1500087400000;Ficção;Argentina;Estrangeira;07/11/2008;Sony;Distribuição Internacional;7.149;18.215,00
2009;Leões e Cordeiros;E1600536400000;Ficção;Estados Unidos;Estrangeira;09/11/2007;Fox;Distribuição Internacional;207;828
2009;Linha de Montagem;B0500266900000;Documentário;Brasil;Brasileira;19/09/2008;Pandora Filmes;Distribuição Nacional;152;377,5
2009;Linha de Passe;B0800895900000;Ficção;Brasil;Brasileira;05/09/2008;Universal;Distribuição Internacional;2.290;11.950,00
2009;Lição de Amor;E1600622500000;Ficção;Itália;Estrangeira;20/03/2009;Califórnia;Distribuição Nacional;7.451;59.343,94
2009;Loki - Arnaldo Baptista;B0901025700000;Documentário;Brasil;Brasileira;19/06/2009;Canal Brasil;Distribuição Nacional;15.588;141.466,68
2009;Longe Dela;E1600552100000;Ficção;Canadá;Estrangeira;16/05/2008;Moviemobz;Distribuição Nacional;64;390
2009;Lua Nova;E1500273400000;Ficção;Estados Unidos;Estrangeira;20/11/2009;Paris;Distribuição Nacional;5.686.210;45.894.366,05
2009;Luz Silenciosa;E1600627100000;Ficção;México;Estrangeira;22/05/2008;Imovision;Distribuição Nacional;1.047;5.079,30
2009;Lírios D'água;E1600598600000;Ficção;França;Estrangeira;13/06/2008;Pandora Filmes;Distribuição Nacional;1.696;8.346,00
2009;Madagascar 2;E1600019200000;Animação;Estados Unidos;Estrangeira;12/12/2008;Paramount;Distribuição Internacional;1.625.864;10.859.504,00
2009;Mamma Mia!;E1402514100000;Ficção;Estados Unidos;Estrangeira;12/09/2008;Universal;Distribuição Internacional;773;4.931,00
2009;Mandela - A Luta pela Liberdade;E1600542000000;Ficção;África do Sul, Alemanha, Bélgica, França, Itália, Luxemburgo, Reino Unido;Estrangeira;10/10/2008;Europa;Distribuição Nacional;1.428;7.481,78
2009;Manhã Transfigurada;B0800855600000;Ficção;Brasil;Brasileira;10/07/2009;Pandora Filmes;Distribuição Nacional;1.414;9.158,00
2009;Marido por Acaso;E1600549700000;Ficção;Estados Unidos;Estrangeira;07/08/2009;Playarte;Distribuição Nacional;227.564;2.034.325,00
2009;Marie-Jo e seus dois amores;E1600607400000;Ficção;França;Estrangeira;28/02/2003;Imovision;Distribuição Nacional;108;534,52
2009;Marley & Eu;E1600519300000;Ficção;Estados Unidos;Estrangeira;25/12/2008;Fox;Distribuição Internacional;1.223.913;10.166.055,00
2009;Maré, Nossa História de Amor;B0700761400000;Ficção;Brasil;Brasileira;04/04/2008;Filmes do Estação;Distribuição Nacional;271;811,5
2009;Matadores de Vampiras Lésbicas;E1600601400000;Ficção;Inglaterra;Estrangeira;30/10/2009;Imagem;Distribuição Nacional;125.093;1.077.350,23
