Listagem de Filmes Brasileiros e Estrangeiros Lançados - 2009 a 2019;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Salas no Lançamento;Máximo de Salas Ocupadas;Público acumulado;Renda (R$) acumulada
2018;Unicórnio;B1700501700000;Ficção;Brasil;Brasileira;16/08/2018;Vitrine Filmes;Distribuição Nacional;40;40;6.798;53.690
2018;Vende-Se Esta Moto;B1800163200000;Ficção;Brasil;Brasileira;06/09/2018;Cavideo Produções;Distribuição Nacional;2;2;310;4.922
2018;Verão Em Rildas;B1800091800000;Ficção;Brasil;Brasileira;12/07/2018;Dm Filmes;Distribuição Nacional;1;3;220;2.707
2018;Vinte Anos;B1600725300000;Documentário;Brasil, Costa Rica;Brasileira;26/07/2018;Arthouse;Distribuição Nacional;9;9;1.257;14.361
2018;Yonlu;B1700424500000;Ficção;Brasil;Brasileira;30/08/2018;Lança Filmes;Distribuição Nacional;35;35;7.906;100.393
2018;Zama;B1700480900000;Ficção;Brasil, Argentina, Espanha;Brasileira;29/03/2018;Vitrine Filmes;Distribuição Nacional;19;27;10.411;142.428
2018;12 Heróis;E1800009300000;Ficção;Estados Unidos;Estrangeira;15/03/2018;Diamond Films;Distribuição Nacional;92;92;30.930;549.086
2018;120 Batimentos Por Minuto;E1700453800000;Ficção;França;Estrangeira;04/01/2018;Imovision;Distribuição Nacional;24;24;16.957;226.243
2018;15H17 - Trem Para Paris;E1700623600000;Ficção;Estados Unidos;Estrangeira;08/03/2018;Warner;Distribuição Internacional;26;28;35.623;748.396
2018;1945;E1800119400000;Ficção;Hungria;Estrangeira;05/04/2018;Supo Mungam Films;Distribuição Nacional;21;21;16.976;265.581
2018;22 Milhas;E1800192400000;Ficção;Estados Unidos;Estrangeira;20/09/2018;Diamond Films;Distribuição Nacional;272;272;129.932;2.012.041
2018;50 São Os Novos 30;E1700617900000;Ficção;França;Estrangeira;28/06/2018;Cineart Filmes;Distribuição Nacional;17;91;30.288;440.009
2018;7 Dias Em Entebbe;E1800070800000;Ficção;Estados Unidos, Reino Unido;Estrangeira;19/04/2018;Diamond Films;Distribuição Nacional;178;178;92.344;1.944.624
2018;A Abelhinha Maya - O Filme;E1800136100000;Animação;Alemanha;Estrangeira;17/05/2018;Playarte;Distribuição Nacional;338;338;100.443;1.436.863
2018;A Amante;E1800184400000;Ficção;Bélgica, França, Tunísia;Estrangeira;31/05/2018;Pandora Filmes;Distribuição Nacional;17;22;15.666;253.317
2018;A Aparição;E1800243900000;Ficção;França;Estrangeira;09/08/2018;Mares Filmes/A2 Filmes;Distribuição Nacional;13;77;7.259;95.618
2018;A Casa Do Medo - Incidente Em Ghostland;E1800415700000;Ficção;Canadá, França;Estrangeira;18/10/2018;Paris;Distribuição Nacional;295;295;226.346;3.155.381
2018;A Casa Que Jack Construiu;E1800305800000;Ficção;Alemanha, Dinamarca, França, Suécia;Estrangeira;01/11/2018;Califórnia;Distribuição Nacional;39;40;24.826;404.908
2018;A Câmera De Claire;E1700468500000;Ficção;Coréia do Sul, França;Estrangeira;24/05/2018;Pandora Filmes;Distribuição Nacional;19;19;13.791;208.934
2018;A Excêntrica Família De Gaspard;E1800499300000;Ficção;França;Estrangeira;29/11/2018;Bonfilm;Distribuição Nacional;13;13;2.515;36.212
2018;A Festa;E1800243800000;Ficção;Reino Unido;Estrangeira;26/07/2018;Mares Filmes/A2 Filmes;Distribuição Nacional;35;37;47.225;819.540
2018;A Forma Da Água;E1700442300000;Ficção;Estados Unidos;Estrangeira;01/02/2018;Fox;Distribuição Internacional;201;299;863.384;15.264.774
2018;A Freira;E1800306100000;Ficção;Estados Unidos;Estrangeira;06/09/2018;Warner;Distribuição Internacional;1.394;1.394;5.293.026;76.375.810
2018;A Fábrica De Nada;E1700452900000;Ficção;Portugal;Estrangeira;27/09/2018;Imovision;Distribuição Nacional;9;9;1.738;24.113
2018;A Garota Na Névoa;E1800412500000;Ficção;Itália;Estrangeira;08/11/2018;A2 Filmes;Distribuição Nacional;5;13;4.144;54.907
2018;A Grande Jogada;E1700496900000;Ficção;China, Estados Unidos;Estrangeira;22/02/2018;Diamond Films;Distribuição Nacional;189;189;75.815;1.296.763
2018;A Justiceira;E1800329100000;Ficção;Estados Unidos;Estrangeira;18/10/2018;Diamond Films;Distribuição Nacional;152;152;87.722;1.283.058
2018;A Livraria;E1800066400000;Ficção;Alemanha, Espanha, Reino Unido;Estrangeira;22/03/2018;Cineart Filmes;Distribuição Nacional;35;35;38.135;591.125
2018;A Maldição Da Casa Winchester;E1800009900000;Ficção;Austrália, Estados Unidos;Estrangeira;01/03/2018;Paris;Distribuição Nacional;454;454;732.481;10.333.087
2018;A Melhor Escolha;E1700554100000;Ficção;Estados Unidos;Estrangeira;22/03/2018;Imagem;Distribuição Nacional;48;48;16.226;352.312
2018;A Morte De Stalin;E1800211000000;Ficção;Estados Unidos, França, Reino Unido;Estrangeira;07/06/2018;Paris;Distribuição Nacional;26;26;13.193;237.480
2018;A Natureza Do Tempo;E1700412700000;Ficção;Alemanha, Argélia, França;Estrangeira;17/05/2018;Imovision;Distribuição Nacional;6;6;5.113;90.856
2018;A Noite De 12 Anos;E1800361600000;Ficção;Argentina, Espanha, Uruguai;Estrangeira;27/09/2018;Vitrine Filmes;Distribuição Nacional;15;26;79.304;1.304.146
2018;A Noite Devorou O Mundo;E1800160300000;Ficção;França;Estrangeira;05/07/2018;Califórnia;Distribuição Nacional;7;7;1.415;25.858
2018;A Noite Do Jogo;E1800088300000;Ficção;Estados Unidos;Estrangeira;10/05/2018;Warner;Distribuição Internacional;388;388;198.467;3.236.121
2018;A Noiva Do Deserto;E1700601800000;Ficção;Argentina, Chile;Estrangeira;12/04/2018;Imovision;Distribuição Nacional;11;14;6.145;94.437
2018;A Número Um;E1800060200000;Ficção;França;Estrangeira;08/03/2018;Imovision;Distribuição Nacional;11;11;5.816;89.894
2018;A Odisseia;E1800037800000;Ficção;França;Estrangeira;22/03/2018;Esfera Produções;Distribuição Nacional;26;26;6.253;101.220
2018;A Outra Mulher;E1800332000000;Ficção;França;Estrangeira;16/08/2018;Imovision;Distribuição Nacional;39;39;43.634;749.040
2018;A Prece;E1800483800000;Ficção;França;Estrangeira;08/11/2018;Imovision;Distribuição Nacional;7;11;4.097;61.088
2018;A Primeira Noite De Crime;E1800342600000;Ficção;Estados Unidos;Estrangeira;27/09/2018;Universal;Distribuição Internacional;135;135;150.746;2.127.142
2018;A Pé Ele Não Vai Longe;E1800486100000;Ficção;Estados Unidos;Estrangeira;27/12/2018;Diamond Films;Distribuição Nacional;42;42;21.441;397.059
2018;A Rota Selvagem;E1800455800000;Ficção;Estados Unidos;Estrangeira;15/11/2018;Califórnia/Diamond Films;Distribuição Nacional;21;21;3.715;59.680
2018;A Vida Em Família;E1800346800000;Ficção;Itália;Estrangeira;06/09/2018;Pagu Pictures;Distribuição Nacional;14;14;17.070;281.928
2018;A Vida Em Si;E1800434400000;Ficção;Estados Unidos;Estrangeira;06/12/2018;Paris;Distribuição Nacional;208;208;85.548;1.697.241
2018;Acertando O Passo;E1800090900000;Ficção;Reino Unido;Estrangeira;10/05/2018;Califórnia;Distribuição Nacional;43;43;22.073;378.108
2018;Acossado;E1500675600000;Ficção;França;Estrangeira;08/02/2018;Zeta Filmes;Distribuição Nacional;9;10;4.569;50.352
2018;Acrimônia - Ela Quer Vingança;E1800319500000;Ficção;Estados Unidos;Estrangeira;09/08/2018;Paris;Distribuição Nacional;25;25;3.159;58.303
2018;Alfa;E1800037600000;Ficção;Estados Unidos;Estrangeira;06/09/2018;Sony;Distribuição Internacional;468;493;508.192;7.754.800
2018;Amante Por Um Dia;E1800081500000;Ficção;França;Estrangeira;15/03/2018;Fênix Filmes;Distribuição Nacional;19;24;11.284;156.568
2018;Amigos Alienígenas;E1800401600000;Animação;Alemanha, Dinamarca, Luxemburgo;Estrangeira;25/10/2018;Playarte;Distribuição Nacional;186;186;52.177;758.536
2018;Animais Fantásticos: Os Crimes De Grindelwald;E1800432900000;Ficção;Estados Unidos, Reino Unido;Estrangeira;15/11/2018;Warner;Distribuição Internacional;1.502;1.502;3.551.962;59.317.849
2018;Anna Karenina: A História De Vronsky;E1800045200000;Ficção;Rússia;Estrangeira;07/06/2018;Umes;Distribuição Nacional;12;13;10.085;165.145
2018;Antes Que Tudo Desapareça;E1800139000000;Ficção;Japão;Estrangeira;12/04/2018;Zeta Filmes;Distribuição Nacional;9;11;1.941;27.627
2018;Aquaman;E1800433400000;Ficção;Estados Unidos;Estrangeira;13/12/2018;Warner;Distribuição Internacional;1.792;1.792;8.503.667;139.133.831
2018;Arranha-Céu : Coragem Sem Limite;E1800176100000;Ficção;Estados Unidos;Estrangeira;12/07/2018;Universal;Distribuição Internacional;841;841;948.056;14.516.976
2018;Artista Do Disastre;E1700482700000;Ficção;Estados Unidos;Estrangeira;25/01/2018;Warner;Distribuição Internacional;12;13;8.237;158.037
2018;As Viúvas;E1800253300000;Ficção;Estados Unidos;Estrangeira;29/11/2018;Fox;Distribuição Internacional;240;240;149.291;2.686.727
2018;Asako I & Ii;E1800490600000;Ficção;França, Japão;Estrangeira;20/12/2018;Zeta Filmes;Distribuição Nacional;10;10;3.757;52.609
2018;Baseado Em Fatos Reais;E1700443200000;Ficção;Bélgica, França, Polônia;Estrangeira;12/04/2018;Paris;Distribuição Nacional;49;49;37.224;730.833
2018;Bergman - 100 Anos;E1800271100000;Documentário;Suécia;Estrangeira;19/07/2018;Imovision;Distribuição Nacional;30;30;11.263;171.945
2018;Bohemian Rhapsody*;E1800251900000;Ficção;Estados Unidos;Estrangeira;01/11/2018;Fox;Distribuição Internacional;447;447;720.559;13.891.396
2018;Bumblebee;E1800436900000;Ficção;Estados Unidos;Estrangeira;25/12/2018;Paramount;Distribuição Internacional;820;1.005;1.604.112;24.501.483
2018;Buscando...;E1800253000000;Ficção;Estados Unidos;Estrangeira;20/09/2018;Sony;Distribuição Internacional;214;214;218.013;3.925.711
2018;Cachorros;E1800224400000;Ficção;Chile, França;Estrangeira;05/07/2018;Imovision;Distribuição Nacional;6;6;5.107;79.120
2018;Cadáver;E1800486200000;Ficção;Estados Unidos;Estrangeira;29/11/2018;Sony;Distribuição Internacional;458;486;439.898;5.976.247
2018;Café;E1800094600000;Ficção;Bélgica, China, Itália;Estrangeira;02/08/2018;Califórnia;Distribuição Nacional;3;3;1.051;17.560
2018;Carnívoras;E1800401800000;Ficção;Bélgica, França;Estrangeira;13/09/2018;Bonfilm;Distribuição Nacional;15;15;1.692;25.825
2018;Chateau - Paris;E1700454200000;Ficção;França;Estrangeira;22/03/2018;Imovision;Distribuição Nacional;7;7;2.671;34.987
2018;Christopher Robin - Um Reencontro Inesquecível;E1800289800000;Ficção;Estados Unidos;Estrangeira;16/08/2018;Disney;Distribuição Internacional;305;306;292.386;4.453.661
2018;Chá Com As Damas;E1800554300000;Documentário;Reino Unido;Estrangeira;13/12/2018;Supo Mungam Films;Distribuição Nacional;27;28;12.433;187.810
2018;Ciganos Da Ciambra;E1700467600000;Ficção;Alemanha, Brasil, Estados Unidos, França, Itália, Suécia;Estrangeira;03/05/2018;Pandora Filmes;Distribuição Nacional;11;18;7.710;110.503
2018;Cinderela E O Príncipe Secreto;E1800390000000;Animação;Estados Unidos;Estrangeira;11/10/2018;Imagem;Distribuição Nacional;321;321;88.290;1.222.884
2018;Cinquenta Tons De Liberdade;E1700536700000;Ficção;Estados Unidos;Estrangeira;08/02/2018;Universal;Distribuição Internacional;1.596;1.596;4.331.153;64.423.845
2018;Colette;E1800415000000;Ficção;Estados Unidos, Reino Unido;Estrangeira;13/12/2018;Diamond Films;Distribuição Nacional;56;63;50.569;906.960
2018;Colheita Amarga;E1800068700000;Ficção;Canadá;Estrangeira;24/05/2018;Califórnia;Distribuição Nacional;5;7;1.903;31.136
2018;Com Amor, Simon;E1800011100000;Ficção;Estados Unidos;Estrangeira;05/04/2018;Fox;Distribuição Internacional;377;377;320.499;4.907.350
2018;Conquistar, Amar E Viver Intensamente;E1800494800000;Ficção;França;Estrangeira;20/12/2018;Imovision;Distribuição Nacional;18;18;10.042;155.299
2018;Correndo Atrás De Um Pai;E1700599500000;Ficção;Estados Unidos;Estrangeira;18/01/2018;Paris;Distribuição Nacional;176;176;100.159;1.552.208
2018;Covil De Ladrões;E1800015700000;Ficção;Estados Unidos;Estrangeira;05/04/2018;Diamond Films;Distribuição Nacional;150;150;57.526;1.093.003
2018;Crimes Em Happytime;E1800305600000;Ficção;Estados Unidos;Estrangeira;27/09/2018;Diamond Films;Distribuição Nacional;13;13;738;12.324
2018;Culpa;E1800413200000;Ficção;Dinamarca;Estrangeira;27/12/2018;Califórnia;Distribuição Nacional;33;42;45.592;777.798
2018;Custódia;E1800243600000;Ficção;França;Estrangeira;05/07/2018;Supo Mungam Films;Distribuição Nacional;36;36;19.985;324.572
2018;Círculo De Fogo: A Revolta;E1800053500000;Ficção;Estados Unidos;Estrangeira;22/03/2018;Universal;Distribuição Internacional;836;836;847.022;12.777.658
2018;Daphne;E1800062700000;Ficção;Reino Unido;Estrangeira;08/03/2018;Supo Mungam Films;Distribuição Nacional;9;11;3.665;50.852
2018;De Carona Para O Amor;E1800300300000;Ficção;França;Estrangeira;02/08/2018;Califórnia;Distribuição Nacional;16;16;7.206;104.748
2018;De Encontro Com A Vida;E1700475300000;Ficção;Alemanha;Estrangeira;19/04/2018;Alpha Filmes;Distribuição Nacional;48;48;20.267;337.377
2018;De Repente Uma Família;E1800436500000;Ficção;Estados Unidos;Estrangeira;29/11/2018;Paramount;Distribuição Internacional;427;444;328.584;4.722.925
2018;De Volta;E1800027900000;Ficção;Bélgica, França, Líbano, Suíça;Estrangeira;01/02/2018;Esfera Produções;Distribuição Nacional;2;3;1.244;15.747
2018;Deadpool 2;E1800015400000;Ficção;Estados Unidos;Estrangeira;17/05/2018;Fox;Distribuição Internacional;1.533;1.533;4.601.195;66.936.725
2018;Deixe A Luz Do Sol Entrar;E1800087200000;Ficção;Bélgica, França;Estrangeira;29/03/2018;Imovision;Distribuição Nacional;18;33;55.014;907.763
2018;Desejo De Matar;E1700439100000;Ficção;Estados Unidos;Estrangeira;10/05/2018;Imagem;Distribuição Nacional;381;381;132.403;2.069.104
2018;Desobediência;E1800192700000;Ficção;Estados Unidos;Estrangeira;21/06/2018;Sony;Distribuição Internacional;30;35;70.944;1.249.761
2018;Deus Não Esta Morto: Uma Luz Na Escuridão;E1700623100000;Ficção;Estados Unidos;Estrangeira;30/08/2018;Califórnia;Distribuição Nacional;289;289;273.013;3.745.090
2018;Do Jeito Que Elas Querem;E1800210800000;Ficção;Estados Unidos;Estrangeira;14/06/2018;Paris;Distribuição Nacional;274;274;164.072;2.882.006
2018;Dovlatov;E1800223800000;Ficção;Polônia, Rússia, Sérvia;Estrangeira;14/06/2018;Imovision;Distribuição Nacional;6;6;2.122;33.868
2018;Duda E Os Gnomos;E1700517500000;Animação;Estados Unidos;Estrangeira;01/03/2018;Imagem;Distribuição Nacional;437;437;188.036;2.644.661
2018;Egon Schiele - Morte E Donzela;E1800236200000;Ficção;Áustria;Estrangeira;19/07/2018;Cineart Filmes;Distribuição Nacional;17;17;8.292;131.649
2018;Ella E John;E1700487400000;Ficção;França, Itália;Estrangeira;05/04/2018;Sony;Distribuição Internacional;7;19;35.652;565.755
2018;Em Chamas;E1800480500000;Ficção;Coréia do Sul;Estrangeira;15/11/2018;Pandora Filmes;Distribuição Nacional;15;21;14.424;216.182
2018;Em Guerra Por Amor;E1800176700000;Ficção;Itália;Estrangeira;31/05/2018;Espaço Filmes;Distribuição Nacional;3;4;3.593;66.304
2018;Em Pedaços;E1700463800000;Ficção;Alemanha, França;Estrangeira;15/03/2018;Imovision;Distribuição Nacional;30;32;27.731;459.232
2018;Emma E As Cores Da Vida;E1800576300000;Ficção;França, Itália, Suíça;Estrangeira;22/12/2018;Espaço Filmes;Distribuição Nacional;10;18;12.758;207.586
2018;Encantado;E1800452800000;Animação;Canadá, Estados Unidos;Estrangeira;06/12/2018;Imagem;Distribuição Nacional;579;579;240.145;3.206.053
2018;Encolhi A Professora;E1700172900000;Ficção;Alemanha, Áustria;Estrangeira;25/01/2018;Alpha Filmes;Distribuição Nacional;127;127;23.360;306.927
2018;Entre-Laços;E1800002800000;Ficção;Japão;Estrangeira;17/05/2018;Lança Filmes;Distribuição Nacional;8;8;8.263;128.958
2018;Entrevista Com Deus;E1800390100000;Ficção;Estados Unidos;Estrangeira;15/11/2018;Imagem;Distribuição Nacional;248;248;192.255;2.823.226
2018;Era Uma Vez Um Deadpool;E1800537900000;Ficção;Estados Unidos;Estrangeira;27/12/2018;Fox;Distribuição Internacional;91;92;25.286;384.910
2018;Escobar: A Traição;E1700408900000;Ficção;Espanha;Estrangeira;23/08/2018;Califórnia;Distribuição Nacional;103;103;70.879;1.706.043
2018;Esplendor;E1800158300000;Ficção;França, Japão;Estrangeira;10/05/2018;Imovision;Distribuição Nacional;19;19;8.381;131.481
2018;Estrelas De Cinema Nunca Morrem;E1800073000000;Ficção;Reino Unido;Estrangeira;26/04/2018;Diamond Films;Distribuição Nacional;9;16;11.157;191.444
2018;Estás Me Matando Susana;E1800412300000;Ficção;Canadá, México;Estrangeira;18/10/2018;Mares Filmes/A2 Filmes;Distribuição Nacional;28;29;9.596;150.489
2018;Eu Só Posso Imaginar;E1800019200000;Ficção;Estados Unidos;Estrangeira;31/05/2018;Paris;Distribuição Nacional;469;469;253.468;3.730.322
2018;Eu, Tonya;E1700586200000;Ficção;Estados Unidos;Estrangeira;15/02/2018;Califórnia;Distribuição Nacional;56;68;52.413;903.427
2018;Exorcismos E Demônios;E1700202500000;Ficção;Estados Unidos;Estrangeira;19/04/2018;Imagem/Califórnia;Distribuição Nacional;447;447;307.908;4.448.092
2018;Fantástica;E1800301500000;Animação;China;Estrangeira;13/09/2018;Lança Filmes;Distribuição Nacional;86;87;51.505;489.338
2018;Fátima, O Último Mistério;E1800283500000;Documentário;Espanha;Estrangeira;09/08/2018;Cinemark Brasil;Distribuição Nacional;27;93;112.174;1.796.451
2018;Fúria Em Alto Mar;E1800391000000;Ficção;Estados Unidos;Estrangeira;25/10/2018;Imagem/Califórnia;Distribuição Nacional;396;396;220.193;3.314.751
2018;Gauguin - Viagem Ao Taiti;E1800244000000;Ficção;França;Estrangeira;23/08/2018;Mares Filmes/A2 Filmes;Distribuição Nacional;28;92;23.974;342.744
2018;Goosebumps: Halloween Assombrado;E1800184600000;Ficção;Estados Unidos;Estrangeira;11/10/2018;Sony;Distribuição Internacional;434;441;338.533;4.730.749
2018;Gringo - Vivo Ou Morto;E1800075900000;Ficção;Austrália, Estados Unidos;Estrangeira;03/05/2018;Diamond Films;Distribuição Nacional;71;71;12.388;246.852
2018;Halloween;E1800335600000;Ficção;Estados Unidos;Estrangeira;25/10/2018;Universal;Distribuição Internacional;898;898;1.122.367;15.857.255
2018;Han Solo: Uma Historia Star Wars;E1800068600000;Ficção;Estados Unidos;Estrangeira;24/05/2018;Disney;Distribuição Internacional;1.319;1.319;703.668;13.028.042
2018;Hannah;E1800260700000;Ficção;Bélgica, França, Itália;Estrangeira;12/07/2018;Zeta Filmes;Distribuição Nacional;24;24;12.101;177.232
2018;Hare Krishna ? O Mantra;E1800136200000;Documentário;Estados Unidos;Estrangeira;10/05/2018;Cinecolor Do Brasil;Distribuição Nacional;20;20;2.493;53.324
2018;Hereditário;E1800073100000;Ficção;Estados Unidos;Estrangeira;21/06/2018;Diamond Films;Distribuição Nacional;457;457;253.777;3.629.969
2018;Homem-Formiga E A Vespa;E1800255300000;Ficção;Estados Unidos;Estrangeira;05/07/2018;Disney;Distribuição Internacional;1.506;1.506;3.257.603;50.055.474
2018;Hotel Artemis;E1800289900000;Ficção;Estados Unidos, Reino Unido;Estrangeira;13/09/2018;Diamond Films;Distribuição Nacional;64;64;23.575;448.660
2018;Hotel Transilvânia 3: Férias Monstruosas;E1800038100000;Animação;Estados Unidos;Estrangeira;12/07/2018;Sony;Distribuição Internacional;1.199;1.199;5.378.655;74.809.015
2018;Ilha Dos Cachorros;E1800252300000;Animação;Alemanha, Estados Unidos;Estrangeira;19/07/2018;Fox;Distribuição Internacional;12;20;23.592;431.795
2018;Infiltrado Na Klan;E1800396900000;Ficção;Estados Unidos;Estrangeira;22/11/2018;Universal;Distribuição Internacional;51;75;205.806;3.863.500
2018;Jogador Nº1;E1800085100000;Ficção;Estados Unidos;Estrangeira;29/03/2018;Warner;Distribuição Internacional;777;777;1.157.305;20.037.792
2018;Johnny English 3.0;E1800337100000;Ficção;Reino Unido;Estrangeira;01/11/2018;Universal;Distribuição Internacional;211;211;122.707;1.831.162
2018;Jovens Titãs Em Ação! Nos Cinemas;E1800215000000;Animação;Estados Unidos;Estrangeira;30/08/2018;Warner;Distribuição Internacional;733;787;1.012.649;13.786.767
2018;Juliet, Nua E Crua;E1800346400000;Ficção;Estados Unidos;Estrangeira;04/10/2018;Diamond Films;Distribuição Nacional;18;18;9.619;158.661
2018;Jumanji: Bem-Vindo À Selva;E1500756400000;Ficção;Estados Unidos;Estrangeira;04/01/2018;Sony;Distribuição Internacional;967;1.060;4.980.478;77.506.657
2018;Jurassic World - Reino Ameaçado;E1800169900000;Ficção;Estados Unidos;Estrangeira;21/06/2018;Universal;Distribuição Internacional;1.503;1.503;5.262.150;80.646.222
2018;Kin;E1800319800000;Ficção;Estados Unidos;Estrangeira;06/09/2018;Paris;Distribuição Nacional;27;27;3.639;70.931
2018;Lady Bird - A Hora De Voar;E1700591400000;Ficção;Estados Unidos;Estrangeira;15/02/2018;Universal;Distribuição Internacional;77;94;103.442;1.852.674
2018;Leto;E1800281700000;Ficção;França, Rússia;Estrangeira;15/11/2018;Imovision;Distribuição Nacional;13;13;2.239;34.251
2018;Limites;E1800341100000;Ficção;Canadá, Estados Unidos;Estrangeira;13/09/2018;Sony;Distribuição Internacional;19;19;12.246;221.444
2018;Lou;E1700564100000;Ficção;Alemanha, Áustria, Itália, Suíça;Estrangeira;11/01/2018;Cineart Filmes;Distribuição Nacional;12;21;44.763;648.476
2018;Lua De Júpiter;E1800183800000;Ficção;Alemanha, Hungria;Estrangeira;31/05/2018;Imovision;Distribuição Nacional;14;14;3.908;64.897
2018;Lámen Shop;E1800316800000;Ficção;Cingapura, França, Japão;Estrangeira;26/07/2018;Imovision;Distribuição Nacional;19;19;15.085;249.756
2018;Madame;E1700587400000;Ficção;França;Estrangeira;29/03/2018;Califórnia;Distribuição Nacional;35;36;41.403;739.778
2018;Mamma Mia! Lá Vamos Nós De Novo;E1800169700000;Ficção;Estados Unidos;Estrangeira;02/08/2018;Universal;Distribuição Internacional;629;629;801.103;14.034.143
2018;Maria Callas - Em Suas Próprias Palavras;E1800492800000;Documentário;França;Estrangeira;06/12/2018;Imovision;Distribuição Nacional;18;18;18.971;308.977
2018;Maria Madalena;E1800053400000;Ficção;Reino Unido;Estrangeira;15/03/2018;Universal;Distribuição Internacional;390;390;201.281;3.198.096
2018;Marvin;E1800243700000;Ficção;França;Estrangeira;06/09/2018;Mares Filmes/A2 Filmes;Distribuição Nacional;25;80;13.566;206.241
2018;Maze Runner: A Cura Mortal;E1800020400000;Ficção;Estados Unidos;Estrangeira;25/01/2018;Fox;Distribuição Internacional;1.038;1.038;1.444.963;22.673.859
2018;Mazinger Z - Infinity;E1800192300000;Animação;Japão;Estrangeira;07/06/2018;Diamond Films;Distribuição Nacional;20;20;778;12.689
2018;Me Chame Pelo Seu Nome;E1700458100000;Ficção;Brasil, Estados Unidos, França, Itália;Estrangeira;18/01/2018;Sony;Distribuição Internacional;62;78;173.861;3.000.734
2018;Medo Profundo;E1800059700000;Ficção;Estados Unidos, Reino Unido, República Dominicana;Estrangeira;08/03/2018;Playarte;Distribuição Nacional;221;221;52.716;719.140
2018;Medo Viral;E1700506500000;Ficção;Estados Unidos;Estrangeira;16/08/2018;Fênix Filmes;Distribuição Nacional;14;14;3.421;50.564
2018;Megatubarão;E1800214800000;Ficção;Estados Unidos;Estrangeira;09/08/2018;Warner;Distribuição Internacional;906;906;1.882.462;29.378.599
2018;Mentes Sombrias;E1800252900000;Ficção;Estados Unidos;Estrangeira;16/08/2018;Fox;Distribuição Internacional;271;271;176.557;2.488.303
2018;Meu Amigo Vampiro;E1700626500000;Animação;Alemanha, Dinamarca, Holanda, Reino Unido;Estrangeira;08/02/2018;Playarte;Distribuição Nacional;215;215;119.554;1.676.300
2018;Meu Anjo;E1800429300000;Ficção;França;Estrangeira;25/10/2018;Imovision;Distribuição Nacional;28;28;6.798;109.408
2018;Meu Ex É Um Espião;E1800318300000;Ficção;Estados Unidos;Estrangeira;23/08/2018;Paris;Distribuição Nacional;342;342;155.502;2.283.553
2018;Millennium - A Garota Na Teia De Aranha;E1800184500000;Ficção;Estados Unidos;Estrangeira;08/11/2018;Sony;Distribuição Internacional;353;353;192.596;3.272.087
2018;Minha Amiga Do Parque;E1700606200000;Ficção;Argentina, Uruguai;Estrangeira;22/02/2018;Descoloniza Filmes;Distribuição Nacional;5;7;2.053;29.129
2018;Minha Filha;E1800341000000;Ficção;Itália;Estrangeira;11/10/2018;Imovision;Distribuição Nacional;23;23;8.553;130.824
2018;Missão: Impossível - Efeito Fallout;E1800243500000;Ficção;Estados Unidos;Estrangeira;26/07/2018;Paramount;Distribuição Internacional;1.346;1.346;2.550.784;44.626.592
2018;Mudbound - Lágrimas Sobre O Mississipi;E1700588300000;Ficção;Estados Unidos;Estrangeira;15/02/2018;Diamond Films;Distribuição Nacional;27;27;11.975;171.328
2018;Museu;E1800479300000;Ficção;México;Estrangeira;08/11/2018;Supo Mungam Films;Distribuição Nacional;29;29;12.800;202.965
2018;Nasce Uma Estrela;E1800303500000;Ficção;Estados Unidos;Estrangeira;11/10/2018;Warner;Distribuição Internacional;530;560;1.427.367;25.707.332
2018;Nico, 1988;E1800357100000;Ficção;Bélgica, Itália;Estrangeira;30/08/2018;Supo Mungam Films;Distribuição Nacional;21;21;3.481;50.857
2018;No Olho Do Furacão;E1800119100000;Ficção;Estados Unidos;Estrangeira;07/06/2018;Imagem/Califórnia;Distribuição Nacional;384;384;222.792;3.084.705
2018;Nos Vemos No Paraíso;E1800262300000;Ficção;França;Estrangeira;05/07/2018;Pandora Filmes;Distribuição Nacional;21;24;9.297;138.378
2018;O Amante Duplo;E1700583100000;Ficção;Bélgica, França;Estrangeira;21/06/2018;Califórnia;Distribuição Nacional;48;48;28.108;461.198
2018;O Caminho Dos Sonhos;E1800176200000;Ficção;Alemanha;Estrangeira;14/06/2018;Zeta Filmes;Distribuição Nacional;3;4;984;12.078
2018;O Chamado Do Mal;E1800392500000;Ficção;Estados Unidos;Estrangeira;06/12/2018;Imagem;Distribuição Nacional;400;400;191.621;2.649.974
2018;O Confeiteiro;E1800553900000;Ficção;Alemanha, Israel;Estrangeira;27/12/2018;Imovision;Distribuição Nacional;17;21;35.336;582.043
2018;O Destino De Uma Nação;E1700535000000;Ficção;Reino Unido;Estrangeira;11/01/2018;Universal;Distribuição Internacional;182;187;409.014;8.322.315
2018;O Dia Depois;E1800074300000;Ficção;Coréia do Sul;Estrangeira;12/04/2018;Pandora Filmes;Distribuição Nacional;9;9;4.869;70.250
2018;O Estrangeiro;E1700464500000;Ficção;China, Estados Unidos, Reino Unido;Estrangeira;11/01/2018;Diamond Films;Distribuição Nacional;215;215;84.880;1.220.012
2018;O Filho Uruguaio;E1700471600000;Ficção;França;Estrangeira;01/03/2018;Bonfilm;Distribuição Nacional;3;10;3.515;48.477
